101930 99999 19430429 49.8 5 41.0 5 1013.9 5 9999.9 0 9.9 5 9.8 5 13.0 999.9 57.0* 36.0* 99.99 999.9 010000
722586 99999 19500123 65.9 24 60.0 24 1007.3 24 980.3 24 13.8 24 20.9 24 34.0 999.9 77.4* 61.3* 0.00I 999.9 000000
722545 99999 19530307 61.5 24 57.0 24 1024.8 24 1005.5 24 5.6 24 5.4 24 12.0 999.9 68.4* 56.3* 99.99 999.9 110000
319690 99999 19580623 73.0 4 9999.9 0 1010.8 4 9999.9 0 10.9 4 2.5 4 4.1 999.9 82.0 63.0 0.00I 999.9 000000
488730 99999 19580717 82.4 9 73.1 8 1003.3 8 1002.1 8 14.8 9 19.9 8 28.9 999.9 89.2* 77.4* 0.00I 999.9 000000
029520 99999 19620205 29.9 8 28.4 8 999.1 8 9999.9 0 8.8 8 7.9 8 12.0 999.9 32.0 21.0 0.03F 999.9 001000
474300 99999 19670712 66.0 8 62.3 8 1005.9 8 9999.9 0 4.8 8 3.5 8 6.0 999.9 70.3* 63.3* 99.99 9
